Geneid,Chr,Start,End,Strand,Length,Female_1,Female_2,Female_3,Female_4,Labium_1,Labium_2,Labium_3 ,Labium_4,Male_1,Male_2,Male_3 ,Male_4 ,MH_12 
gene120,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,8989285;9026916;9027817;9038705;9039250;9039661;9050824,8989404;9027389;9028004;9039024;9039599;9040232;9052055,+;+;+;+;+;+;+,3256,6233,4638,6815,3372,4498,6347,5418,6888,4,5741,2849,1876,3299
gene121,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,9064368;9064685;9064923;9066023,9064617;9064855;9065963;9066375,+;+;+;+,1815,1642,1440,2571,774,2280,2350,2023,2379,484,3322,167,3086,1742
gene122,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,9069975;9087116;9110198;9156217;9156922;9163577;9163782;9164000,9070040;9088437;9110359;9156866;9157473;9163717;9163946;9165711,+;+;+;+;+;+;+;+,4770,1545,216,981,594,331,529,523,554,0,1310,471,1691,1246
gene123,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,9206534;9210035;9219232;9219440;9240449;9370808;9371308;9371874;9372363,9209961;9219164;9219379;9219813;9240562;9371123;9371808;9372098;9372546,-;-;-;-;-;-;-;-;-,14420,4651,7223,6037,2973,3189,1127,1318,927,7410,0,311,37,2948
gene124,NC_035107.1;NC_035107.1,9223720;9224042,9223971;9224148,-;-,359,0,0,0,0,0,0,0,0,0,0,0,0,0
gene125,NC_035107.1;NC_035107.1;NC_035107.1,9441575;9441696;9441827,9441627;9441769;9441969,-;-;-,270,0,0,0,0,0,0,0,0,0,0,0,0,0
gene126,NC_035107.1;NC_035107.1;NC_035107.1,9684856;9685158;9691582,9684899;9685827;9691668,+;+;+,801,0,0,0,0,0,1,0,0,0,0,0,0,0
gene127,NC_035107.1;NC_035107.1,9782297;9782918,9782859;9783068,+;+,714,0,0,0,0,0,0,0,3,0,0,0,0,0
gene128,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,9874038;9901538;9901778;9902109;9966794;9977633;9977840;9997318;9998005;10038466;10038904;10250386;10251032;10262140;10262313;10271837;10271990;10272160;10289483;10289834,9875284;9901677;9902036;9902259;9967279;9977770;9977955;9997421;9998078;10038589;10039267;10250809;10251043;10262250;10263645;10271869;10272099;10273229;10289673;10290266,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,6920,682,2812,2026,1840,554,1007,973,1084,20,28,660,617,3116
gene129,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,10302975;10303421;10303628;10303913;10304588,10303306;10303561;10303850;10304365;10304701,-;-;-;-;-,1263,0,0,0,0,0,0,5,0,0,0,0,0,797
gene130,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,10304819;10326388;10327122;10327567;10340832,10305101;10327055;10327506;10327663;10342427,+;+;+;+;+,3029,819,519,239,267,397,460,485,540,0,0,117,527,1004
gene131,NC_035107.1;NC_035107.1,10324693;10325611,10325556;10326025,-;-,1279,0,0,0,0,3,0,0,0,0,0,0,0,0
gene132,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,10362059;10362597;10362820;10362977;10363250;10363465;10363816;10364048;10364339;10364687;10364918;10365103;10368567;10368908;10369295;10369741;10369873;10370093;10370241;10371131;10371281;10371449;10371657;10372062;10485762;10622047;10623847;10696232;10697022,10362510;10362759;10362921;10363190;10363408;10363753;10363982;10364269;10364620;10364854;10365043;10365261;10368839;10369232;10369679;10369808;10370024;10370167;10370249;10371218;10371318;10371597;10371980;10375090;10487060;10623783;10624526;10696783;10697170,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,11835,3263,2243,2693,2163,477,579,994,1181,568,50,0,1210,1321
gene133,NC_035107.1;NC_035107.1,10501815;10502173,10502085;10502448,+;+,547,89,5,0,0,0,0,1,7,0,0,0,0,0
gene134,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,10709827;10710644;10710853;10711053;10711312;10713340;10713585;10714261;10751692;10831388;10889532;10956167;10957185,10710571;10710789;10710983;10711234;10713275;10713521;10714185;10714800;10753366;10831590;10889644;10956676;10957515,-;-;-;-;-;-;-;-;-;-;-;-;-,7323,10010,3985,2957,1771,4699,5374,4840,6122,5939,4933,1956,1945,3932
gene135,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,10973430;10974837;10975240;10975459;10975705;10975991;11002667,10974780;10975186;10975399;10975657;10975870;10976010;11002755,-;-;-;-;-;-;-,2335,72,86,8,15,141,243,241,102,0,0,0,0,0
gene136,NC_035107.1;NC_035107.1,10987628;10988218,10988141;10988876,-;-,1173,0,0,0,0,0,0,0,0,0,0,0,0,0
gene137,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11018176;11039389;11039820;11040025;11060463;11090112;11120727,11019618;11039625;11039967;11040209;11060776;11091225;11121474,-;-;-;-;-;-;-,4189,1069,951,218,214,695,471,825,691,59,0,1053,0,687
gene138,NC_035107.1;NC_035107.1,11118780;11120573,11120492;11120929,+;+,2070,718,0,168,73,207,140,346,132,0,0,119,304,0
gene139,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11145353;11160854;11160941;11161183;11161532;11186707;11187650,11146058;11160856;11161059;11161203;11163130;11187300;11188027,-;-;-;-;-;-;-,3420,4716,3458,6187,4115,1505,1329,1568,2073,0,101,669,1845,3302
gene140,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11206054;11244797;11245614;11248786;11278545;11282453,11206789;11245244;11248722;11248968;11282389;11283579,+;+;+;+;+;+,9448,4242,7063,4766,2437,732,742,712,643,280,80,2825,1709,2211
gene141,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11325632;11351229;11403679;11403914;11422279;11422690;11422832;11423043;11423566,11325843;11351289;11403844;11404111;11422625;11422760;11422979;11423498;11423927,+;+;+;+;+;+;+;+;+,2021,347,632,0,298,167,312,391,572,1,0,133,18,0
gene142,NC_035107.1;NC_035107.1,11362247;11379905,11362975;11380872,-;-,1697,0,0,1,0,6,44,50,60,0,0,0,0,1
gene143,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11448262;11449219;11449534;11449780;11468064;11468256;11468455;11468735;11469013;11469949;11532737;11549612;11559145,11449161;11449476;11449716;11449899;11468193;11468395;11468669;11468885;11469740;11470060;11532932;11550028;11559286,-;-;-;-;-;-;-;-;-;-;-;-;-,3692,4836,4070,6912,6391,2194,2466,2389,3183,54,2529,464,126,6750
gene144,NC_035107.1;NC_035107.1,11458472;11458666,11458590;11459075,+;+,529,0,0,0,96,16,2,5,34,0,0,0,5,501
gene145,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11580122;11580826;11596080;11597194;11597361;11597899,11580721;11580925;11597126;11597300;11597842;11598448,+;+;+;+;+;+,2886,0,0,1,0,164,61,173,146,0,0,0,0,0
gene146,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11625189;11626360;11648370;11648894;11667335;11680640;11680907;11682274;11707927;11708150;11708516;11720653;11721111;11722085;11735175;11736316;11736910;11749054;11749316;11749972;11775578;11814261;11814796;11815911;11835233;11856549;11911885;11912891;11913057;11924093;11924363;11927481;11927602,11626290;11626962;11648603;11649140;11667628;11680835;11681006;11683635;11708088;11708457;11708882;11720682;11721290;11722195;11735462;11736711;11737049;11749237;11749900;11750168;11776438;11814475;11815842;11816156;11835401;11856666;11912734;11913050;11913174;11924117;11924949;11927584;11927760,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,11745,16757,14456,14692,13567,7260,8015,8474,8840,9194,6411,11193,23695,14437
gene147,NC_035107.1;NC_035107.1,11949276;11959622,11950267;11960154,-;-,1525,4954,6112,2029,3682,1946,1582,1485,1500,3356,1019,3069,227,5812
gene148,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,11974122;11975575;11975741;11976079;11977629;11977876;12055305;12055859,11975513;11975671;11976019;11977572;11977802;11978022;12055527;12055966,-;-;-;-;-;-;-;-,3914,0,1,1,1,9,16,26,76,35,0,2,0,0
gene149,NC_035107.1,12046073,12046144,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene150,NC_035107.1;NC_035107.1;NC_035107.1,12070944;12071068;12071254,12071014;12071199;12071377,+;+;+,327,0,0,0,0,1,0,1,1,0,0,0,0,0
gene151,NC_035107.1,12175878,12175949,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene152,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12246899;12248411;12261589;12262135;12262476;12274285,12248320;12248563;12261664;12262293;12262900;12274499,-;-;-;-;-;-,2450,5307,3590,2276,3493,1431,1879,1592,1871,4760,0,1072,1240,11169
gene153,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12276629;12278221;12278436;12278596;12278850;12279161;12425108;12436592;12585457,12278164;12278373;12278530;12278788;12279094;12279310;12425261;12437504;12586588,-;-;-;-;-;-;-;-;-,4571,3808,1297,2865,1197,212,193,461,311,0,0,215,0,2862
gene154,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12873445;12873959;12907462;12908267;12909073;12909550,12873865;12874212;12908214;12909013;12909489;12913096,+;+;+;+;+;+,6139,0,0,0,0,0,0,0,0,0,0,0,0,0
gene155,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12919011;12919458;12921974;12922227;12922986;12923130,12919402;12919620;12922161;12922397;12923063;12923567,-;-;-;-;-;-,1430,0,0,0,0,0,0,0,0,0,0,0,0,0
gene156,NC_035107.1;NC_035107.1,12924163;12924640,12924565;12924867,+;+,631,0,0,0,0,2,0,0,0,0,0,0,0,0
gene157,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12961139;12962505;12962755;12976420,12962457;12962686;12962859;12976880,-;-;-;-,2067,0,63,0,0,34,44,7,5,0,0,0,0,0
gene158,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,12985694;12986304;12986416;12986528;13002510;13091535,12986286;12986351;12986515;12986685;13003472;13094316,+;+;+;+;+;+,4644,12222,12088,13985,13935,9035,10851,10698,13157,2554,4002,5458,11616,12872
gene159,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13117856;13118178;13129503;13129753,13118119;13118675;13129691;13130161,-;-;-;-,1360,903,1230,170,504,582,398,464,450,0,0,543,837,596
gene160,NC_035107.1;NC_035107.1,13130398;13130619,13130533;13131715,+;+,1233,0,0,0,0,0,0,1,0,0,0,0,0,0
gene161,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13145939;13147505;13147609;13147755;13147940;13148084;13150014;13159023,13147438;13147546;13147659;13147802;13147972;13148426;13150107;13159171,-;-;-;-;-;-;-;-,2260,0,0,0,0,388,732,750,1122,450,0,0,0,0
gene162,NC_035107.1;NC_035107.1,13191576;13193758,13193547;13194055,-;-,2270,0,0,0,0,0,0,0,0,0,0,0,0,0
gene163,NC_035107.1;NC_035107.1;NC_035107.1,13231876;13231979;13232452,13231889;13232031;13232489,+;+;+,105,0,0,0,0,0,0,1,0,0,0,0,0,0
gene164,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13367160;13369039;13391115;13391351;13391616;13391850;13417373;13418266;13418597;13420893;13441558;13441771,13368976;13369250;13391288;13391554;13391783;13392014;13417520;13418413;13418920;13422008;13441713;13442120,-;-;-;-;-;-;-;-;-;-;-;-,4982,8413,5636,11104,8193,6507,8449,8294,9391,3315,17341,9402,10986,12101
gene165,NC_035107.1;NC_035107.1,13425815;13426172,13426096;13426667,-;-,778,40,0,0,0,5,8,3,11,0,0,0,0,0
gene166,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13456248;13456602;13456757;13485984;13486339;13488316,13456467;13456693;13456962;13486224;13487339;13488802,+;+;+;+;+;+,2247,14485,10273,8107,11474,6302,8666,8281,9168,591,492,3919,2015,4627
gene167,NC_035107.1;NC_035107.1,13493672;13495114,13495054;13495456,-;-,1726,2964,1911,6464,2942,1520,1303,1438,1103,40,6,162,103,2122
gene168,NC_035107.1;NC_035107.1;NC_035107.1,13496449;13521381;13526067,13496603;13522178;13527219,+;+;+,2106,11235,10775,10558,8217,7902,7530,5635,7950,2,3235,4488,2867,11548
gene169,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13545364;13546662;13563435;13563781;13599631;13611493;13613417;13613756;13642128,13546086;13546763;13563600;13563927;13600225;13611713;13613746;13614253;13642294,-;-;-;-;-;-;-;-;-,2949,4036,2721,5623,6106,2025,2770,2799,4942,0,575,2152,678,4684
gene170,NC_035107.1;NC_035107.1,13615493;13615637,13615561;13616070,+;+,503,170,789,0,1336,308,264,204,101,0,51,210,0,665
gene171,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13665399;13667251;13667550;13702661,13666854;13667475;13667647;13702958,-;-;-;-,2077,40042,38377,40340,49322,33241,24429,27899,33616,18043,84396,54153,73794,61499
gene172,NC_035107.1;NC_035107.1;NC_035107.1,13781528;13782573;13802990,13782512;13782986;13803280,-;-;-,1690,0,95,0,75,24,0,275,0,0,0,0,288,0
gene173,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,13843745;13853711;13855452;13855648;13855991;13875365;13875975;13876507;13877183;13883258;13884724;13898229;13899147;13959921;14205483;14214912;14215021,13845185;13854149;13855622;13855839;13856576;13875891;13876440;13877116;13877909;13884024;13884927;13898806;13899283;13960175;14206129;14214981;14215502,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,8299,10696,10250,5347,10370,2486,2944,2314,3119,12026,25931,7412,3574,6201
gene174,NC_035107.1;NC_035107.1,14226309;14226941,14226823;14227319,+;+,894,575,0,694,590,424,416,217,412,0,1443,411,374,1002
gene175,NC_035107.1;NC_035107.1,14227333;14229056,14228971;14229237,-;-,1821,733,0,0,958,225,296,265,399,0,0,0,0,0
gene176,NC_035107.1;NC_035107.1,14241732;14242006,14241942;14242389,-;-,595,4,0,147,0,0,8,5,1,0,0,0,0,0
gene177,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,14247475;14247669;14263111;14263476,14247604;14248815;14263414;14263847,+;+;+;+,1953,944,2551,401,0,115,158,169,131,0,0,0,0,0
gene178,NC_035107.1;NC_035107.1,14264057;14265318,14265251;14265430,+;+,1308,20,0,6,1,21,28,9,42,0,0,1,0,0
gene179,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,14302855;14305506;14305714;14306237;14306514;14306942;14307622;14321945;14623322;14682270;14682491;14877975,14305437;14305632;14305990;14306269;14306881;14307552;14309315;14322232;14623510;14682430;14682884;14881186,-;-;-;-;-;-;-;-;-;-;-;-,9937,15461,17083,14618,12799,7298,10224,8785,10695,802,7107,8465,6427,19925
gene180,NC_035107.1;NC_035107.1,14908360;14939130,14908757;14939643,+;+,912,2606,3158,3322,5886,6066,4532,4437,4083,3373,0,7263,6432,2874
gene181,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,14940402;14980902;14981298;14981608,14941204;14981236;14981537;14982417,+;+;+;+,2188,7632,3585,618,7991,2505,4267,3579,4405,96,883,557,2672,3900
gene182,NC_035107.1;NC_035107.1,14943531;14943762,14943681;14944152,-;-,542,0,0,0,0,0,0,3,0,0,0,0,0,0
gene183,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,14990099;14990614;14991101;14991328;14994672,14990556;14991041;14991265;14994608;14994948,+;+;+;+;+,4609,1094,0,0,1185,1187,1311,1178,1725,0,2645,1454,975,93
gene184,NC_035107.1;NC_035107.1;NC_035107.1,15012017;15021952;15022414,15013461;15022101;15022602,-;-;-,1784,11315,8926,3784,11193,15496,14305,15278,16001,754,26806,8773,2772,7281
gene185,NC_035107.1;NC_035107.1,15023840;15024357,15024302;15024493,-;-,600,1,0,0,0,0,0,0,0,1,2,0,0,1
gene186,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15026963;15030791;15073364;15086827;15087555;15104777,15027219;15031222;15075398;15087274;15088169;15108330,+;+;+;+;+;+,7341,6021,3938,4400,2299,2169,2641,2319,2288,298,3,66,7,2234
gene187,NC_035107.1;NC_035107.1,15027831;15028440,15028275;15028789,-;-,795,0,0,0,0,74,38,20,139,0,0,0,0,0
gene188,NC_035107.1;NC_035107.1,15098747;15099827,15099747;15102738,+;+,3913,0,0,0,0,0,0,1,0,0,0,0,0,2
gene189,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15131957;15146586;15146930;15149042,15132456;15146872;15148990;15149385,+;+;+;+,3192,1,0,0,235,0,334,715,1622,0,0,0,0,0
gene190,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15171782;15172273;15173609;15174486;15174834;15213897,15172219;15173549;15174428;15174772;15175025;15214339,-;-;-;-;-;-,3457,1352,83,965,174,664,738,506,870,0,2010,1959,0,120
gene191,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15218104;15218518;15218644;15218787,15218453;15218588;15218709;15219107,+;+;+;+,808,352,0,0,75,10,71,0,221,0,0,0,143,0
gene192,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15251627;15252339;15252505;15288740;15288955,15251714;15252446;15252698;15288895;15290601,+;+;+;+;+,2193,7311,7463,4146,6315,3222,5178,4189,5484,942,5237,1809,2484,5415
gene193,NC_035107.1;NC_035107.1,15303230;15306222,15303746;15306426,-;-,722,0,3,2,3,0,2,11,58,0,20,0,9,0
gene194,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15307766;15309031;15487646;15505332;15605369;15641309;15641522;15641729;15642000;15642169;15657463;15658571;15658789,15308387;15309753;15488151;15505708;15605613;15641462;15641663;15641940;15642104;15642313;15658394;15658723;15659703,+;+;+;+;+;+;+;+;+;+;+;+;+,5231,6031,9106,8072,5047,9495,13372,13064,14553,7074,18876,11037,24286,13133
gene195,NC_035107.1;NC_035107.1;NC_035107.1,15462227;15462743;15462869,15462686;15462813;15463996,+;+;+,1659,2,0,0,5,94,109,144,113,0,0,0,0,231
gene196,NC_035107.1;NC_035107.1;NC_035107.1,15672099;15674273;15728850,15674212;15674425;15729688,-;-;-,3106,14164,11593,9114,17937,24666,22894,25324,30386,2857,39949,17727,30186,17815
gene197,NC_035107.1;NC_035107.1,15751523;15753238,15753179;15753524,-;-,1944,804,1181,0,3052,251,227,333,416,0,0,1455,0,0
gene198,NC_035107.1;NC_035107.1,15774976;15806568,15775720;15806911,-;-,1089,0,0,0,0,102,241,191,263,0,0,0,0,0
gene199,NC_035107.1;NC_035107.1,15798631;15799009,15798948;15799458,-;-,768,0,0,0,0,0,0,0,0,0,0,0,0,0
gene200,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15830825;15841704;15843331;15843867,15841312;15841806;15843816;15843881,-;-;-;-,11092,209884,195919,213612,209558,121647,185985,191566,228857,68267,152081,155979,268357,211685
gene201,NC_035107.1,15841871,15843324,-,1454,1410,4917,1500,2749,2249,3095,3017,3728,990,268,220,1119,397
gene202,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15876510;15877077;15877416;15877675;15968257;15968747;15969174,15876932;15877359;15877609;15877956;15968687;15969035;15969265,-;-;-;-;-;-;-,1994,880,39,1986,1649,1796,2203,1613,2694,0,3068,526,0,4120
gene203,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15893749;15942262;15942408;15943006;15944269;15944973,15894188;15942347;15942952;15944212;15944907;15945374,+;+;+;+;+;+,3319,0,0,0,0,23,57,17,4,0,0,0,0,0
gene204,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,15968977;15969341;15969621;15969823;15970111,15969191;15969565;15969760;15970000;15971676,+;+;+;+;+,2324,0,0,0,0,0,0,1,1,0,0,0,0,0
gene205,NC_035107.1;NC_035107.1,15977173;15978084,15977981;15978120,-;-,846,0,0,0,0,0,0,0,0,0,0,0,0,0
gene206,NC_035107.1;NC_035107.1,15991262;16007486,15992488;16007779,+;+,1521,1503,1354,350,2179,791,845,853,1022,0,45,420,1775,1507
gene207,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,16014384;16048984;16118367;16131798;16206404;16207039;16219903;16238195;16269407;16269701;16421663;16443300,16014576;16050022;16120057;16132200;16206845;16207566;16221211;16238889;16269642;16270157;16423772;16443984,+;+;+;+;+;+;+;+;+;+;+;+,9788,6099,4156,5090,3374,3593,4324,4593,4979,3237,4976,4554,6193,6474
gene208,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,16296181;16307873;16308202;16308401,16296761;16308133;16308335;16308982,-;-;-;-,1558,0,0,1,0,0,0,2,0,0,0,0,0,0
gene209,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,16472475;16474500;16474574;16474814,16474442;16474516;16474783;16475021,-;-;-;-,2403,0,0,0,203,150,187,199,181,0,0,148,0,0
gene210,NC_035107.1;NC_035107.1;NC_035107.1,16475900;16476423;16476878,16476334;16476734;16476973,+;+;+,843,0,0,0,0,0,0,0,0,0,0,0,0,0
gene211,NC_035107.1;NC_035107.1,16477140;16477631,16477567;16477774,-;-,572,0,0,0,0,0,0,0,0,0,0,0,0,0
gene212,NC_035107.1;NC_035107.1,16478630;16478880,16478822;16479508,-;-,822,0,0,0,0,0,0,0,0,0,0,0,0,0
gene213,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,16482363;16486714;16487362;16487591;16487892;16488040,16482684;16487360;16487589;16487890;16488038;16488341,+;+;+;+;+;+,1946,0,1,0,0,5,0,0,2,0,0,0,0,0
gene214,NC_035107.1;NC_035107.1,16488359;16498897,16489920;16499124,-;-,1790,0,0,0,0,0,0,0,0,0,0,0,0,0
gene215,NC_035107.1;NC_035107.1,16499205;16500174,16499961;16501064,+;+,1648,0,0,0,0,0,2,6,3,0,0,0,1,0
gene216,NC_035107.1;NC_035107.1;NC_035107.1,16501007;16523014;16524388,16501310;16524322;16524521,-;-;-,1747,1594,1671,0,154,520,472,557,701,0,0,1308,3674,1561
gene217,NC_035107.1;NC_035107.1,16537203;16537605,16537548;16538761,+;+,1503,330,266,57,874,198,564,325,324,0,0,10,0,653
gene218,NC_035107.1;NC_035107.1;NC_035107.1;NC_035107.1,16539272;16540522;16541205;16541333,16540209;16540668;16541280;16541463,-;-;-;-,1292,640,108,352,14,600,618,1347,315,224,1740,0,647,437
gene219,NC_035107.1;NC_035107.1;NC_035107.1,16556666;16556958;16598168,16556873;16557794;16598494,+;+;+,1372,1335,126,351,1403,1052,984,966,1308,3,122,1221,836,3384
gene220,NC_035107.1;NC_035107.1;NC_035107.1,16613050;16643267;16643707,16613768;16643548;16643915,-;-;-,1210,3074,1015,2812,3531,1690,1836,1651,1485,0,0,1212,273,1184
